,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.GoodForKids,attributes.RestaurantsReservations,attributes.Caters,attributes.NoiseLevel,attributes.RestaurantsTableService,attributes.RestaurantsTakeOut,attributes.RestaurantsPriceRange2,attributes.OutdoorSeating,attributes.BikeParking,attributes.HasTV,attributes.WiFi,attributes.Alcohol,attributes.RestaurantsAttire,attributes.RestaurantsGoodForGroups,attributes.RestaurantsDelivery,attributes.GoodForMeal.dessert,attributes.GoodForMeal.latenight,attributes.GoodForMeal.lunch,attributes.GoodForMeal.dinner,attributes.GoodForMeal.brunch,attributes.GoodForMeal.breakfast,attributes.BusinessParking.garage,attributes.BusinessParking.street,attributes.BusinessParking.validated,attributes.BusinessParking.lot,attributes.BusinessParking.valet,attributes.Ambience.romantic,attributes.Ambience.intimate,attributes.Ambience.classy,attributes.Ambience.hipster,attributes.Ambience.divey,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.Ambience.casual,attributes.BusinessAcceptsCreditCards,attributes.BusinessAcceptsBitcoin,attributes.ByAppointmentOnly,attributes.AcceptsInsurance,attributes.GoodForDancing,attributes.CoatCheck,attributes.HappyHour,attributes.Music.dj,attributes.Music.background_music,attributes.Music.no_music,attributes.Music.jukebox,attributes.Music.live,attributes.Music.video,attributes.Music.karaoke,attributes.BestNights.monday,attributes.BestNights.tuesday,attributes.BestNights.friday,attributes.BestNights.wednesday,attributes.BestNights.thursday,attributes.BestNights.sunday,attributes.BestNights.saturday,attributes.Ambience,attributes.BusinessParking,attributes.DogsAllowed,attributes.BYOBCorkage,attributes.DriveThru,attributes.Smoking,attributes.AgesAllowed,attributes.Corkage,attributes.BYOB,attributes.GoodForMeal,attributes.Music,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.gluten-free,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.soy-free,attributes.DietaryRestrictions.vegetarian,attributes.BestNights,attributes.Open24Hours,attributes.DietaryRestrictions,attributes.RestaurantsCounterService
2512,JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,3600 S Las Vegas Blvd,Las Vegas,NV,89109,36.1121439816,-115.1767158563,3.5,896,0,"Sandwiches,Cafes,Burgers,Restaurants",True,False,False,average,,False,2,False,False,False,free,full_bar,casual,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
2513,Ig-ecmGaE1-0AAGut70xTg,Barefoot Bar and Grill,3088 E Sunset Rd,Las Vegas,NV,89120,36.0719017,-115.1076894,3.5,3,0,"Bars,Restaurants",False,False,,loud,True,True,1,False,True,True,,full_bar,casual,True,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,True,False,,True,False,,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,9rC6RR79KEgAp2-Qfxfn6A,Rolled Ice Cream,"4870 Blue Diamond Rd, Ste 100",Las Vegas,NV,89139,36.0336334,-115.2074885,3.5,19,1,"Food,Ice Cream & Frozen Yogurt",,,True,,,True,1,,True,,free,,,,,,,,,,,False,True,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,HexCnP_tQFgXH6QD9UlJWw,WinCo Foods,6101 N Decatur Blvd,Las Vegas,NV,89130,36.2699287874,-115.2082404966,4.0,178,1,Food,,,True,,,False,1,,True,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,pd3uep0D-vKWHsLLlCu6qQ,Stage Door,4000 Linq Ln,Las Vegas,NV,89109,36.1149039209,-115.1683331377,4.5,279,1,"Bars,Dive Bars,Beer,Wine & Spirits,Food",False,False,,average,,,1,False,False,True,no,full_bar,,True,,,,,,,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,,,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,,,,,,yes,,,,,,,,,,,,,,,,
2517,6bgjcFOy4WHMyw62_1V9Pw,Panera Bread,5130 S Fort Apache Rd,Las Vegas,NV,89148,36.0957996497,-115.2966007591,3.5,220,1,"Breakfast & Brunch,Soup,Food,Bagels,Salad,Restaurants,Sandwiches",True,False,True,average,False,True,1,True,True,False,free,none,casual,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,yhgOJXJd_XAU-8jIvcfq0g,Cool Bar,"4350 Spring Mountain Rd, Ste 118-119",Las Vegas,NV,89102,36.127655,-115.1979112,4.0,52,1,"Restaurants,Barbeque,Bars",True,True,True,,False,True,2,False,True,True,free,beer_and_wine,casual,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,no,,,,,,,,,,,,,,,,
2519,oWD385Ues-RWJmhP_Riz1g,Griddlecakes,9480 S Eastern Ave,Las Vegas,NV,89123,36.017362,-115.117046,3.5,455,1,"Breakfast & Brunch,Restaurants",True,False,False,average,,True,2,True,True,False,free,none,casual,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,OHXnDV01gLokiX1ELaQufA,Teriyaki House,6181 S Rainbow Blvd,Las Vegas,NV,89118,36.0765815,-115.2431483,4.5,141,1,Restaurants,True,False,False,average,,True,1,False,True,True,no,none,casual,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,yes_free,,,,False,,,,,,,,,,,,,,
2521,6GlGdRX8JaG9alaqZAOaTQ,Arby's,725 N Nellis Blvd,Las Vegas,NV,89110,36.1756838,-115.0626082,3.5,18,1,"Fast Food,Restaurants,Sandwiches",True,False,False,quiet,,True,1,True,True,False,no,none,casual,True,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,vjLgZg0DH_9xwcujFNb0pA,BJ's Buffet,4945 W Tropicana Ave,Las Vegas,NV,89103,36.099494,-115.2083645,1.5,31,0,"Restaurants,Buffets",True,True,True,average,,True,1,True,True,True,no,none,casual,True,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,ssksLNNDZZfh_ydI78kDfg,J & J Szechuan Cuisine川味坊,"5700 Spring Mountain Rd, Ste A",Las Vegas,NV,89146,36.1265271,-115.2194373,3.0,78,1,Restaurants,True,False,True,average,,True,2,False,False,True,no,beer_and_wine,casual,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,y7TV2trR4B9sbgXtyrqv8Q,Lucky Penny,4321 W Flamingo Rd,Las Vegas,NV,89103,36.1141275,-115.1965118,4.0,165,1,"Restaurants,Cafes,Breakfast & Brunch",True,False,False,average,True,True,2,False,True,True,free,full_bar,casual,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,True,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,N8D-5-fW7EkBdKjNYGhu0A,La Cave Wine and Food Hideaway,3131 Las Vegas Blvd S,Las Vegas,NV,89109,36.126753,-115.16503,4.0,592,1,"Tapas Bars,Wine Bars,Bars,Restaurants",False,True,False,average,True,False,3,True,False,False,no,full_bar,casual,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,,,,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,,,,,,no,,,,,,,,,,,,,,,,
2526,HPLB1Tr8ZB5UkD-2umKPdA,Fat Choy,595 E Sahara Ave,Las Vegas,NV,89104,36.1435299,-115.1469733,4.0,638,1,Restaurants,True,False,False,average,True,True,2,False,True,True,free,beer_and_wine,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,PYoGpgAUDgT6OMxD_fe79g,Hon Pocha,"3210 S Decatur Blvd, Ste 104",Las Vegas,NV,89102,36.1315152,-115.2077432,4.5,56,1,"Pubs,Bars,Restaurants",False,True,,average,True,True,2,False,False,False,free,full_bar,casual,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
2528,eU_XJ4uNAlRoH4tNfWtz9g,Tony's Mexican Food,4300 Meadows Ln,Las Vegas,NV,89107,36.1725319,-115.197258,4.0,5,0,Restaurants,True,False,,,,True,2,False,,,,none,casual,True,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,d2IDbGP7tT8C6vBtxdpmLg,Baja Fresh,5757 Wayne Newton Blvd,Las Vegas,NV,89135,36.0854286,-115.149927,2.5,50,1,"Fast Food,Restaurants",True,False,False,quiet,,True,1,False,False,False,no,none,casual,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,Pg08gKwJApGWoHtnq3aWqw,Fatburger,4949 N Rancho Dr,Las Vegas,NV,89130,36.2498922,-115.2441383,2.5,21,1,"Restaurants,Fast Food,Burgers",True,False,,average,,True,1,False,True,False,free,none,casual,True,False,False,False,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,RSiKSGe9HZq4cOiUpTWmKg,Bottoms Up Sports Bar & Grill,3246 E Desert Inn Rd,Las Vegas,NV,89121,36.129968,-115.102635,3.0,15,0,Bars,,,,average,,,2,False,True,True,,full_bar,,True,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,UrLrciFVqdgmMKkgCncx9Q,Burger King,6091 N Decatur Blvd,Las Vegas,NV,89131,36.2706222155,-115.207235961,2.0,28,1,"Restaurants,Fast Food,Food,Burgers",True,False,False,average,,True,1,False,True,True,free,none,casual,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2533,V_TxEdzeEs8P5nGPANOY7A,High Roller Pizzeria,"8174 S Las Vegas Blvd, Ste 101",Las Vegas,NV,89123,36.0406419,-115.1706429,3.5,129,0,"Restaurants,Cafes,Cocktail Bars,Bars,Pizza",True,False,True,average,False,True,2,False,True,True,free,none,casual,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,g7fXSjIsE31hLIW5z60zfg,Coast 2 Coast Food Truck,,Las Vegas,NV,89109,36.128561,-115.1711298,3.5,23,1,"Food Trucks,Delis,Restaurants,Food,Sandwiches",True,False,True,very_loud,,True,1,,,False,no,none,casual,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,OPxWcHK96_cbmiF7legDnA,McCormick & Schmick's Seafood & Steaks,335 Hughes Center Dr,Las Vegas,NV,89169,36.1150754866,-115.1569413254,3.5,238,0,"Steakhouses,Bars,Cocktail Bars,Seafood,Salad,Restaurants",False,True,True,average,,True,3,True,False,True,no,full_bar,casual,True,False,,,,,,,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,3h5jLa-kbHg0cL7v9En0Lg,Firelight Buffet,5111 Boulder Hwy,Las Vegas,NV,89122,36.1128952,-115.0623534,3.0,208,1,"Buffets,Restaurants",True,False,False,average,True,False,2,False,True,False,free,full_bar,casual,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
2537,mbZe40oM-Ha-Q_qWh49-Mg,Little Caesars Pizza,"4825 S. Rainbow Blvd. #202, Ste 202",Las Vegas,NV,89103,36.1008769,-115.2445968,2.0,79,1,"Pizza,Restaurants,Fast Food",True,False,False,average,False,True,1,False,False,False,no,none,casual,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2538,sSbhLkw1B58zLeUtv5lpaQ,Cilantros True Mexican Cuisine,3886 W Sahara Ave,Las Vegas,NV,89102,36.1455151163,-115.1931956996,4.0,5,0,Restaurants,True,False,,,,,1,False,,,,,casual,False,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,vj9sfEtL_NcYeFmMz-q1Zw,Pretty Girls Maid Cafe,"4355 W Spring Mountain Rd, Ste 101A",Las Vegas,NV,89102,36.1263392,-115.1983146,3.0,9,0,"Food,Restaurants,Desserts,Bubble Tea",True,,,average,,True,1,False,,True,,none,casual,True,False,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,GWNmYFQw3WitfTPt5uGMvQ,Beijing Chinese Cuisine,"9255 S Eastern Ave, Ste 330-4",Las Vegas,NV,89123,36.0210698681,-115.1192055681,3.5,111,0,Restaurants,True,False,True,quiet,,True,1,False,True,True,no,beer_and_wine,casual,True,True,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,-9Ir5OiFiOszIgeFgalXcw,Starbucks,"3700 W Flamingo Rd, Star Deli",Las Vegas,NV,89103,36.117507,-115.18814,3.0,43,1,"Food,Coffee & Tea",,,False,,,True,1,False,False,,free,,,,,,,,,,,True,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,Ko-c15eutBBh3xhQ_NiauA,Golden Nugget Pool,129 Fremont St,Las Vegas,NV,89101,36.169812914,-115.1455297114,4.0,129,1,"Cocktail Bars,Bars",True,True,,very_loud,,,2,True,False,True,free,full_bar,,True,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,False,,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,
2543,2iTsRqUsPGRH1li1WVRvKQ,Carson Kitchen,"124 S 6th St, Ste 100",Las Vegas,NV,89101,36.1678783157,-115.1406404749,4.5,2024,1,"Bars,Restaurants,Cocktail Bars,Seafood,Food,Comfort Food,Salad,Tapas/Small Plates,Burgers,Desserts,Vegan",False,False,True,average,True,True,2,True,True,False,free,full_bar,casual,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,,,,False,no,,,,,,,,,,,,,,,,
2544,klAmm0n7Kh-yHRzHwXI45g,Wonderland Bakery,"2010 Festival Plaza Dr, Ste 150",Las Vegas,NV,89135,36.1499164012,-115.3330195337,2.5,133,1,"Food,Custom Cakes,Bakeries,Cupcakes",,,True,,,True,2,,True,,,none,,,True,,,,,,,True,True,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,0REfMThghIeyT3uaYGpztg,Royal Britannia Gastro Pub,"3377 Las Vegas Blvd S, Ste 2085",Las Vegas,NV,89109,36.12203,-115.1696504,4.5,33,1,"Restaurants,Beer Bar,Bars",True,True,False,,True,True,,False,True,True,free,full_bar,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,False,False,False,,,,,,,,,,,,,,,,,True,,,outdoor,,,,,,,,,,,,,,,,
2546,Qus1EKJhd0Mi-BnnEeuv5Q,Starbucks,5881 E Charleston Blvd,Las Vegas,NV,89142,36.158603,-115.045514,2.0,16,1,"Food,Coffee & Tea",,,False,,,False,2,False,True,,no,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,
2547,KiO4n-yRhKM0SZhGpsD49Q,Waffelato,"707 Fremont St, Ste 1300",Las Vegas,NV,89101,36.1679308157,-115.1380770635,4.0,33,1,"Food,Restaurants,Ice Cream & Frozen Yogurt,Waffles,Desserts,Juice Bars & Smoothies,Gelato",True,False,False,quiet,False,True,2,True,True,False,no,none,casual,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
2548,dk1MV0MP32Xq-iBxzewl0A,Tropical Smoothie Cafe,"9773 West Flamingo Road, Suite 100",Las Vegas,NV,89147,36.1141698,-115.3086428,2.0,255,1,"Food,Sandwiches,Salad,Restaurants,Juice Bars & Smoothies,Breakfast & Brunch",True,False,True,average,,True,1,True,True,False,no,none,casual,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,QRiD5K1s91_zuWyAEvKwig,Baked With Love Bakery,2067 N Jones Blvd,Las Vegas,NV,89108,36.1967512,-115.2238025,4.0,4,0,"Bakeries,Food",,,,,,,1,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,ajwGl90CuCZac3BKWY1ShQ,McDonald's,8120 S Eastern,Las Vegas,NV,89123,36.0418652586,-115.1179271936,2.0,53,1,"Fast Food,Burgers,Food,Coffee & Tea,Restaurants",True,False,False,average,,True,1,False,True,False,no,none,casual,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,ZFyJ83LJkkO1dP82kzXKNg,Raising Cane's,1120 E Flamingo Rd,Las Vegas,NV,89119,36.114897,-115.139774,4.0,419,1,"Restaurants,Food,Fast Food",True,False,True,average,False,True,1,False,True,False,no,none,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2552,EjqdQTB9ZbWOyEwD9cPutA,Hawaiian Marketplace,3743 Las Vegas Blvd S,Las Vegas,NV,89109,36.106468,-115.172013,2.0,41,1,Food,,,,,,,1,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,
2553,JrTBWai2-Cu8FPJhDJiiLw,Subway,4551 W Flamingo Rd,Las Vegas,NV,89103,36.1151292126,-115.2031004698,2.5,9,1,"Restaurants,Sandwiches,Fast Food",True,False,,average,,True,1,False,True,False,,none,casual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,4Azs1HUqi0Nk6s6xB_9jsQ,Shizen Japanese Restaurant,221 N Rampart Blvd,Las Vegas,NV,89145,36.1757918,-115.2907964,3.5,102,1,"Sushi Bars,Restaurants",True,True,False,average,,True,2,True,False,True,no,full_bar,casual,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,hPCheDmQDna-2iiJ4c553w,Subway,351 E Silverado Ranch Blvd,Las Vegas,NV,89183,36.0125312805,-115.15650177,3.0,14,1,"Fast Food,Restaurants,Sandwiches",True,False,True,average,,True,1,False,False,False,no,none,casual,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,5l-yKN13VwfPwuSiBIqdJQ,Farmer Boys,2341 N Las Vegas Blvd,Las Vegas,NV,89030,36.202835,-115.1198268,4.0,71,1,"Sandwiches,Restaurants,Diners,Fast Food,Burgers,Food,Salad,Breakfast & Brunch",True,False,False,average,,True,2,False,True,False,free,none,casual,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2557,fW8XnRboAmGZOZVPoOGWcw,Sin City Club Crawl,3667 S Las Vegas Blvd,Las Vegas,NV,89109,36.109880487,-115.1725209458,4.5,269,1,Bars,,,,very_loud,,,2,True,,True,,full_bar,,True,,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,Y5t8zoKVBacQbWcUewXx2A,ColdPress Express,6475 N Decatur Blvd,Las Vegas,NV,89131,36.2769924778,-115.2083005384,4.5,7,1,"Coffee & Tea,Food,Juice Bars & Smoothies",,,False,,,True,2,True,True,,free,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,qqJkYCUIzGvmtOVtnxznfw,Pizza Hut,"7450 W. Cheyenne Ave, #102",Las Vegas,NV,89129,36.2190682,-115.2588929,1.0,12,1,"Pizza,Restaurants",False,False,False,average,,True,2,False,False,False,,none,casual,False,True,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,dtVXEl_dASB1kn2erejiCw,Pho Thien Huong,"6850 W Spring Mountain Rd, Ste F-06",Las Vegas,NV,89146,36.1271948,-115.2413396,4.0,11,0,Restaurants,True,True,,,,True,1,True,False,False,no,none,casual,True,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,84DjKzaR26vphu9fNI9nKg,Sierra Gold,1341 W Warm Springs,Las Vegas,NV,89128,36.0568324,-115.1724605,3.0,94,1,"Food,Bars,Beer,Wine & Spirits,Pubs,Restaurants",False,False,False,loud,True,True,2,True,False,True,free,full_bar,casual,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,
2562,TuA6RNMVHAlqyOKDrgaKPw,Commander's Palace,3663 Las Vegas Blvd S,Las Vegas,NV,89109,36.1107323,-115.1722365,5.0,21,0,"Steakhouses,Cajun/Creole,Restaurants",False,True,,,,,3,,,,,,dressy,True,False,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,Xy8R4AnLP3LxwFIYoPfhJg,PT's Ranch,6450 S Durango Dr,Las Vegas,NV,89113,36.0713588,-115.2788041,3.0,58,1,"Pizza,Restaurants,Breakfast & Brunch,Bars,Pubs",False,False,True,average,True,True,2,True,True,True,free,full_bar,casual,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,False,False,True,,,,,,,,,,,,,,,,,,,,yes,,,,,None,,,,,,,,,,,
2564,MmG-PpE0DZa6M04ejbUSLw,Jody Maroni's,5757 Wayne Newton Blvd,Las Vegas,NV,89111,36.086217,-115.149533,1.0,5,1,"Restaurants,Fast Food",False,False,,average,,True,2,False,False,False,,,casual,False,False,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,SZmei3pS7PxeIiPCQ5n3HQ,Honmachi,"1263 E. Silverado Ranch Blvd., # 106",Las Vegas,NV,89183,36.012764,-115.136056,3.0,10,0,"Steakhouses,Vegetarian,Restaurants,Barbeque,Tapas Bars,Live/Raw Food",True,True,,,,,2,,,,,none,casual,True,True,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,cWfqbkMit27-Pg_bPUTwCg,Roadrunner Saloon,921 N Buffalo Dr,Las Vegas,NV,89128,36.1822443827,-115.2602710616,3.0,95,1,"Restaurants,Bars",False,False,False,average,,True,2,False,True,True,free,full_bar,casual,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,J0PP9Yfzzw4-WyiZQ0JTwA,Arepa Xpress,2535 S Torrey Pines Dr,Las Vegas,NV,89146,36.143203,-115.2344,5.0,9,0,"Restaurants,Food",True,False,,average,,True,1,True,,True,no,none,casual,True,False,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,ugLqbAvBdRDc-gS4hpslXw,Yama Sushi,"1350 E Flamingo Rd, Ste 18",Las Vegas,NV,89119,36.115520451,-115.1349705842,4.0,1912,1,"Sushi Bars,Restaurants",True,False,False,average,True,True,2,False,True,True,no,beer_and_wine,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,v5TTbYOaj4KewOtxQk48Jg,Chaser's Pub,6870 Spring Mountain Rd,Las Vegas,NV,89146,36.1270774633,-115.2424793974,3.5,6,1,"Bars,Pubs",,False,,,,,1,False,True,True,free,full_bar,,True,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,ygaOvp0PLBYaYeN9cZAlGg,Viet Noodle Bar,5288 Spring Mountain Rd,Las Vegas,NV,89146,36.1265668,-115.2132314,4.0,984,1,"Soup,Barbeque,Restaurants",True,False,True,average,True,True,2,False,True,True,free,beer_and_wine,casual,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,sNlMEZx6g5L9DACWkl7cKA,Khoury's Fine Wine & Spirits,"7150 S Durango, Ste 110",Las Vegas,NV,89113,36.057858,-115.278537,4.5,4,0,"Food,Beer,Wine & Spirits",,,,,,,2,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
