,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.GoodForKids,attributes.RestaurantsReservations,attributes.Caters,attributes.NoiseLevel,attributes.RestaurantsTableService,attributes.RestaurantsTakeOut,attributes.RestaurantsPriceRange2,attributes.OutdoorSeating,attributes.BikeParking,attributes.HasTV,attributes.WiFi,attributes.Alcohol,attributes.RestaurantsAttire,attributes.RestaurantsGoodForGroups,attributes.RestaurantsDelivery,attributes.GoodForMeal.dessert,attributes.GoodForMeal.latenight,attributes.GoodForMeal.lunch,attributes.GoodForMeal.dinner,attributes.GoodForMeal.brunch,attributes.GoodForMeal.breakfast,attributes.BusinessParking.garage,attributes.BusinessParking.street,attributes.BusinessParking.validated,attributes.BusinessParking.lot,attributes.BusinessParking.valet,attributes.Ambience.romantic,attributes.Ambience.intimate,attributes.Ambience.classy,attributes.Ambience.hipster,attributes.Ambience.divey,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.Ambience.casual,attributes.BusinessAcceptsCreditCards,attributes.BusinessAcceptsBitcoin,attributes.ByAppointmentOnly,attributes.AcceptsInsurance,attributes.GoodForDancing,attributes.CoatCheck,attributes.HappyHour,attributes.Music.dj,attributes.Music.background_music,attributes.Music.no_music,attributes.Music.jukebox,attributes.Music.live,attributes.Music.video,attributes.Music.karaoke,attributes.BestNights.monday,attributes.BestNights.tuesday,attributes.BestNights.friday,attributes.BestNights.wednesday,attributes.BestNights.thursday,attributes.BestNights.sunday,attributes.BestNights.saturday,attributes.Ambience,attributes.BusinessParking,attributes.DogsAllowed,attributes.BYOBCorkage,attributes.DriveThru,attributes.Smoking,attributes.AgesAllowed,attributes.Corkage,attributes.BYOB,attributes.GoodForMeal,attributes.Music,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.gluten-free,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.soy-free,attributes.DietaryRestrictions.vegetarian,attributes.BestNights,attributes.Open24Hours,attributes.DietaryRestrictions,attributes.RestaurantsCounterService
13866,RGmBfqdFb0giLPG-SZbQUQ,Christy Candy Shop,3542 S Maryland Pkwy,Las Vegas,NV,89169,36.124902,-115.13471,2.5,5,1,"Food,Ice Cream & Frozen Yogurt,Specialty Food,Candy Stores,Restaurants",True,,,,,False,3,,True,,no,,casual,True,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13867,SuSZA8dQsGF3lerbeQ_dlA,Haagen Dazs,3770 Las Vegas Blvd S,Las Vegas,NV,89109,36.1046092,-115.1760289,3.5,5,1,"Ice Cream & Frozen Yogurt,Food",,,,,,,3,,False,,no,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13887,4QAgHOm7BE5yZupy0j-NJQ,Starbucks,"7220 West Azure Drive, #110",Las Vegas,NV,89130,36.273808,-115.252006,3.0,42,1,"Food,Coffee & Tea",,,False,,,True,2,True,True,,free,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13916,DW0ZvWuYaSvMcB_3LG5RGg,Pei Wei,10830 W Charleston Blvd,Las Vegas,NV,89135,36.161278,-115.331443,3.5,210,1,"Restaurants,Fast Food",True,False,True,average,False,True,2,True,True,False,no,beer_and_wine,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13982,RkOguMKU13hPglELb6t2Vg,Royal Indian Bistro,3700 W Flamingo Rd,Las Vegas,NV,89103,36.1168022203,-115.1856471948,3.5,192,1,"Food,Vegan,Bars,Vegetarian,Specialty Food,Restaurants,Soup",True,True,True,quiet,,True,2,False,False,True,free,full_bar,casual,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,,,,False,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13985,OJKMb3e1YkfN-qt1e895OQ,Brother's Pizza,7121 West Craig Rd 101,Las Vegas,NV,89129,36.239486,-115.249321,3.0,4,1,"Restaurants,Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14054,-BmqghX1sv7sgsxOIS2yAg,Merkato Ethiopian Cafe,"855 E Twain Ave, Ste 111",Las Vegas,NV,89169,36.1216467,-115.144848,4.0,184,0,"Restaurants,Vegetarian,Cafes",True,False,False,average,,True,1,False,False,True,no,full_bar,casual,True,False,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
14065,AUZQbqGldMpNURXCh-UuUQ,Snacks,"Bellagio Las Vegas, 3600 S Las Vegas Blvd",Las Vegas,NV,89109,36.1137695312,-115.1755599976,3.5,85,0,"Cafes,Sandwiches,Coffee & Tea,Food,Restaurants,Beer,Wine & Spirits",True,False,False,average,,True,2,False,False,False,free,none,casual,True,False,,,,,,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083,n8Zqqhff-2cxzWt_nwhU2Q,Public School 702,1850 Festival Plaza Dr,Las Vegas,NV,89135,36.151269,-115.332772,4.0,1167,1,"Bars,Restaurants",True,True,False,average,True,True,2,True,True,True,free,full_bar,casual,True,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,,,,False,False,True,False,,,,,,,True,False,True,False,False,False,True,,,False,,,no,,,,,,,,,,,,,,,,
14092,BhueLLvA0k9G1Lr0WeZX9w,Café Zupas,7060 S Rainbow Blvd,Las Vegas,NV,89118,36.0603197442,-115.2416230813,3.5,302,1,"Salad,Restaurants,Soup,Sandwiches",True,False,True,average,False,True,2,True,True,False,no,none,casual,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14093,DGDBFpZk-NIvah4M7MtDDg,Pizzeria Fracesco's,3300 S Las Vegas Blvd,Las Vegas,NV,89109,36.124748,-115.172082,3.5,6,1,Restaurants,True,False,,,,True,1,,,,,,casual,False,False,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,None,,,,,,,,,,,,
14147,54WM5coZonA0izd2y04p_A,Famous Dave's Barbeque,9695 W Flamingo Rd,Las Vegas,NV,89147,36.1141807443,-115.3039205521,3.5,202,0,"Restaurants,Sandwiches,Barbeque",True,True,True,average,,True,2,False,True,True,no,full_bar,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14166,BeAr85oCQpeaWFJjLhRPWg,Wienerschnitzel,6111 W Sahara Ave,Las Vegas,NV,89146,36.1436433,-115.2257357,4.5,3,1,"Hot Dogs,Restaurants,Food,Fast Food,Desserts,Burgers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14173,OyTSs71uXNDeC14zsPA5jw,The Lab Real Hawaiian Shave ice,"4000 Meadows Ln, Ste 5150",Las Vegas,NV,89107,36.1724799,-115.1939491,4.5,58,0,"Restaurants,Food Court,Food,Desserts,Ice Cream & Frozen Yogurt,Shaved Ice",True,False,True,average,False,True,1,False,True,True,no,none,casual,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14248,k8J6cm965JONbkAIFIcb2Q,Lobby Bar,3900 Las Vegas Blvd S,Las Vegas,NV,89119,36.09551,-115.1760672,2.5,9,1,"Cocktail Bars,Bars",,,,very_loud,,,3,False,False,False,,full_bar,,False,,,,,,,,True,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14251,Pwb0tGwDCa-Z7Eg2zqfhXg,Radio City Pizzeria,410 S Rampart Blvd,Las Vegas,NV,89145,36.1684421,-115.2869756,3.5,58,0,"Pizza,Restaurants",True,True,True,average,,True,2,True,,True,free,beer_and_wine,casual,True,True,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14314,gjCmXkMNVE0JSk8puUwv6g,Eatt Gourmet Bistro,"7865 W Sahara Ave, Ste 104 & 105",Las Vegas,NV,89117,36.1433174,-115.262227,4.5,302,1,"Fast Food,Restaurants,Sandwiches,Bakeries,Soup,Salad,Vegan,Breakfast & Brunch,Food,Vegetarian",True,True,True,quiet,True,True,2,True,True,True,free,beer_and_wine,casual,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
14333,bnQMBLXA_ASBKk4lzTCrhw,Max Muscle Nutrition,"7240 West Azure Road, Suite 120",Las Vegas,NV,89130,36.2744979,-115.2525025,4.5,13,1,"Specialty Food,Food",,,False,,,False,2,,False,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14338,ns-s43oyaaXN0_lzmrgggw,Bagatelle Las Vegas,3801 Las Vegas Blvd S,Las Vegas,NV,89109,36.124423,-115.146372,3.0,49,0,Restaurants,False,True,False,very_loud,,False,4,True,,False,free,full_bar,dressy,True,False,,,,,,,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14356,HhVmDybpU7L50Kb5A0jXTg,Guy Fieri's Vegas Kitchen & Bar,3535 S Las Vegas Blvd,Las Vegas,NV,89109,36.1180802326,-115.1724323608,3.5,3222,1,"Breakfast & Brunch,Restaurants,Bars,Pubs,Burgers",True,True,False,average,True,True,2,True,False,True,no,full_bar,casual,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,False,False,True,False,,,,,,,False,False,True,False,True,False,True,,,,,False,outdoor,,,,,,,,,,,,,,,,
14365,UZDoRmJzWquqy7jstth1FA,Pizza Hut,"3000 Paradise Rd, Westgate",Las Vegas,NV,89109,36.1362575,-115.1512526,2.0,4,0,"Restaurants,Pizza",False,False,,,,True,,False,,False,,,casual,False,False,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14403,-3H_6UZGWrfl8XQsm1fBmw,AL's Donuts,"Swenson St, Ste 102",Las Vegas,NV,89169,36.1192552405,-115.1462362334,2.5,7,0,"Ice Cream & Frozen Yogurt,Food,Donuts,Specialty Food",,,True,,,True,,,True,,free,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
14447,6TvB1PZCY1Ap2S-yNJPs4w,Hooters Restaurant,115 E Tropicana Ave,Las Vegas,NV,89109,36.100561,-115.167671,2.5,156,1,"Burgers,Bars,Restaurants",False,True,False,average,True,True,2,False,False,True,free,full_bar,casual,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,,,False,False,True,False,,,,,,,False,False,True,False,True,False,True,,,False,,,yes,,,,,,,,,,,,,,,,
14450,qaYGKiDM7uAae3QK1y-A7g,Smart & Final Extra!,4439 W Charleston Blvd,Las Vegas,NV,89102,36.158581,-115.20011,3.0,20,1,Food,,,True,,,True,2,,True,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14453,q7f_lCOKf40idrVSzmoYug,Cinnabon,McCarran Airport,Las Vegas,NV,89119,36.0814793064,-115.1372119496,3.0,33,1,"Restaurants,Fast Food,Food,Desserts",,,True,,,True,1,,False,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14484,hh-N1r9O1JpvzGw1mp0bKw,Rock'N'oodles,1108 S 3rd St,Las Vegas,NV,89104,36.1584369,-115.1512011,4.5,310,0,"Restaurants,Food,Salad,Noodles",True,False,True,average,,True,2,True,True,True,free,none,casual,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14517,bfMUEkieoeH34V3u0BHrJA,7-Eleven,920 N Buffalo Dr,Las Vegas,NV,89128,36.1818503944,-115.2592071099,3.0,4,1,"Coffee & Tea,Food",,,,,,True,1,,True,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14519,fx7HMO3eIoopvrteM-dtSw,Jade Cafe,"4300 Spring Mountain Rd, Ste 116",Las Vegas,NV,89102,36.127612441,-115.1983186975,3.0,3,0,"Restaurants,Food,Cafes",True,,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14540,qQXc9D6PV1Y8RhIBZpj-Jg,Laos Asia Market,3050 E Desert Inn Rd,Las Vegas,NV,89121,36.130554,-115.10901,4.5,86,1,"Restaurants,Food",True,False,False,quiet,False,True,1,False,True,True,no,none,casual,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14542,ydtCK4_pL7LRr85RDow3mg,Locomoco Hawaii  BBQ,719 N Nellis Blvd,Las Vegas,NV,89110,36.1756895125,-115.0631254142,4.0,5,0,"Restaurants,Barbeque",True,False,,,,True,1,False,True,True,,none,casual,True,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14620,DCH7rdGj1G4gM73S8IjLag,Marie Callender's Restaurants & Bakeries,600 E Sahara Ave,Las Vegas,NV,89104,36.1443037109,-115.1464198001,3.0,33,1,"Bakeries,Restaurants,Food",,,True,,,True,2,,True,,,,,,False,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14633,2hSIeCX2cV-chFcBBXrZZA,Pressed For Juice,"6145 S Fort Apache Rd, Ste 506",Las Vegas,NV,89148,36.075943,-115.2980657,4.5,197,1,"Juice Bars & Smoothies,Coffee & Tea,Food,Restaurants",,,True,,,True,2,True,True,,free,none,,,False,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14635,nmWLUc5MmX3FLLVmK4fVHQ,7-Eleven,5700 W Charleston Blvd,Las Vegas,NV,89102,36.159595,-115.219864,3.5,3,1,"Coffee & Tea,Food",,,,,,True,2,,True,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14646,QkSf6Dgn4hYWNfaT6_kd5A,MIX 94.1's Bite Of Las Vegas,8275 W Spring Mtn Rd,Las Vegas,NV,89117,36.1252825947,-115.2735808846,3.5,49,1,"Restaurants,Food",True,False,False,very_loud,,True,2,True,True,False,no,full_bar,casual,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14647,yfXk-WRkDUn0W_dAT1Pn0Q,Tokyo Kitchen,"5115 W Spring Mountain Rd, Ste 234",Las Vegas,NV,89146,36.1259454048,-115.2117770868,4.0,37,0,"Cafes,Restaurants",True,True,False,quiet,True,True,1,False,True,True,free,beer_and_wine,casual,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14660,vtJe3fNnpg89UJR2M1SNcA,Mariscos La Isla de Mexcaltitan,701 N Nellis Blvd,Las Vegas,NV,89110,36.1756849405,-115.0636038029,4.0,6,1,Restaurants,True,False,,loud,,True,2,False,False,True,no,beer_and_wine,casual,True,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14737,tsYriuDpdtaTju7LUANDzg,Panda Express,2625 S Eastern Ave,Las Vegas,NV,89102,36.1417857,-115.1191783,3.0,30,1,"Restaurants,Fast Food",True,False,True,average,,True,1,True,False,False,no,none,casual,True,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14756,JxKWfZ6hG8iRnK8QL65jTw,Starbucks,"3790 Las Vegas Blvd S, New York New York-Upstairs Lobby, New York New York Hotel",Las Vegas,NV,89109,36.102451,-115.173808,2.0,117,1,"Coffee & Tea,Food",,,False,,,True,2,False,False,,free,,,,False,,,,,,,False,False,False,False,False,,,,,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14775,CgCujnZFGzsMPDVo4VNCLA,Blaze Fast-Fire'd Pizza,"10060 W Sahara Ave, Sahara Center",Las Vegas,NV,89117,36.145956,-115.312655,4.0,128,1,"Salad,Fast Food,Restaurants,Pizza",True,False,True,average,False,True,2,True,True,False,no,beer_and_wine,casual,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
14786,znWHLW1pt19HzW1VY6KfCA,Hash House A Go Go,3700 W Flamingo Rd,Las Vegas,NV,89103,36.117556,-115.188138,3.5,642,1,"Breakfast & Brunch,Restaurants",True,False,False,average,True,True,2,False,False,False,free,full_bar,casual,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14797,YF4QJ_j-PM7cMZja6K1MwQ,Encore Beach Club,3131 Las Vegas Blvd S,Las Vegas,NV,89109,36.1294170718,-115.1661168685,3.5,786,0,"Bars,Restaurants",False,True,False,very_loud,,False,3,True,False,True,no,full_bar,casual,True,False,,,,,,,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,,,,True,,,True,False,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,21plus,,,,,,,,,,,,,,,
14802,UKYB8n3U-hkvd5-UoqUPpQ,Buldogis Eatery,"MVP's Sports Lounge, 6120 W Tropicana Ave",Las Vegas,NV,89103,36.1002959743,-115.2266693115,4.0,6,0,"Restaurants,Burgers,Hot Dogs",True,False,,average,,True,1,False,,True,no,full_bar,formal,True,False,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14803,mFRfXEWf2KgRolCEj2lDUw,GFW Coffee,"4545 Spring Mountain Rd, Ste 103",Las Vegas,NV,89102,36.1262892,-115.2032411,3.5,20,0,"Food,Coffee & Tea",,,,,,,1,True,False,,free,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14812,JA5GJINnaQQxKfoTUOBAOQ,Amigos Tacos,7425 S Durango Dr,Las Vegas,NV,89113,36.0533813,-115.2795528,4.0,59,0,Restaurants,True,False,True,average,,True,1,False,,True,,none,casual,True,False,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14813,3mpBYH3k_lfzycajGtkggQ,Sandwich Carvery 108,2000 Las Vegas Blvd S,Las Vegas,NV,89104,36.1478424072,-115.1555023193,4.0,13,0,"Restaurants,Food,Sandwiches",True,False,False,loud,,True,2,False,False,False,no,none,casual,True,False,,,,,,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14814,7phGRr7Z36IrET7zDKD3Pg,Tony's Mexican Food,"2041 N Jones, Ste 100",Las Vegas,NV,89108,36.1970373672,-115.2234090865,3.5,26,1,Restaurants,True,False,,quiet,True,True,2,False,False,True,no,full_bar,casual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14855,ruH7MFlSuDua1SuxupNgMw,The Deli at Eastside Cannery,5255 Boulder Hwy,Las Vegas,NV,89122,36.1079044,-115.0563734,2.5,7,0,"Restaurants,Delis",False,False,False,average,,True,2,False,True,True,free,,casual,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14870,bVSgs3LgopcacbrT69FrWg,Lowenkind Bakery,"2831 Geary Pl, Ste 2932",Las Vegas,NV,89109,36.137531,-115.149358,5.0,6,0,"Food,Bakeries",,,,,,,2,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14883,oBdseQ_SP2Du7oY6-0YUSw,China Max,3743 Las Vegas Blvd S,Las Vegas,NV,89109,36.106542,-115.17204,2.0,14,1,"Food Court,Restaurants",True,False,True,average,,True,1,True,False,False,no,none,casual,True,True,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14898,jnMcI0BOAsPEKMd7EQmDAQ,Mango Tango Nightclub,"2101 S Decatur Blvd, Ste 1",Las Vegas,NV,89102,36.1486301,-115.2093281,2.0,28,1,"Bars,Restaurants,Cocktail Bars",False,True,True,loud,True,True,1,False,True,True,free,full_bar,dressy,True,True,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,True,,,,True,False,True,True,True,,False,True,True,True,False,False,True,False,False,True,True,,None,False,,,yes,21plus,,,,,,,,,,,,,,,
14919,sS_orgHuBAFDDZ-MifJCYw,Froots,"8000 W Sahara, Ste 190",Las Vegas,NV,89117,36.1442303,-115.2660053,2.5,3,0,"Food,Restaurants,Juice Bars & Smoothies",,,,,,,1,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14937,GCRvrxMSC1nzShyM4Y-guQ,Body English,"Hard Rock Hotel & Casino, 4455 Paradise Rd",Las Vegas,NV,89169,36.109519,-115.153331,3.5,262,0,Bars,,,,very_loud,,,3,False,True,False,,full_bar,,True,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,,,,True,,True,False,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,
14946,aEtbk_LuJREjm66jKmCQRw,LUV Lounge,"1725 E Warm Springs Rd, Ste 16/17",Las Vegas,NV,89123,36.0568011759,-115.1290064998,5.0,36,1,"Bars,Hookah Bars,Restaurants",,True,,average,True,,2,False,False,True,free,none,,True,,,,,,,,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,,,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,no,,,,,,,,,,,,,,,,
14986,ZhLSAiRj9kANxf8m2SBfRA,Lucki Thai,467 E Silverado Ranch Blvd,Las Vegas,NV,89183,36.0119846411,-115.1535985619,4.5,712,1,Restaurants,True,True,True,average,True,True,2,False,True,False,no,beer_and_wine,casual,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14995,zTkMh_RUVZW-J3lh7-l09Q,Boulder Station Pasta Cucina,4111 Boulder Hwy,Las Vegas,NV,89121,36.133220722,-115.0848475877,3.5,35,1,"Seafood,Steakhouses,Restaurants,Buffets",True,True,False,quiet,,True,2,False,True,False,no,beer_and_wine,casual,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15018,wHxe_D6_MPhMLNuHVLMIqQ,Don Tortaco,7537 S Rainbow Blvd,Las Vegas,NV,89139,36.0528788527,-115.2447363793,3.5,45,0,"Restaurants,Fast Food",True,False,True,quiet,,True,1,False,False,False,no,none,casual,True,False,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,yes_free,,,,False,,,,,,,,,,,,,,
15038,Ufa7MJ3yDDIMFkYctnhT8Q,Qdoba Mexican Grill,6010 W Craig Rd,Las Vegas,NV,89130,36.239527,-115.226293,3.0,7,0,"Restaurants,Food",,,,,,,1,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15091,fE7x3Ui2mzdwdfJnd7r_1g,Earl of Sandwich,3570 S Las Vegas Blvd,Las Vegas,NV,89109,36.116156,-115.175059,3.0,151,1,"Coffee & Tea,Sandwiches,Food Court,Food,Salad,Restaurants",True,False,False,loud,False,True,2,False,False,False,no,beer_and_wine,casual,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100,o9thrb4UrI4NJ6CGOAXb5g,Arby's,2590 E Tropicana Ave,Las Vegas,NV,89121,36.1003749,-115.1148517,3.0,16,0,"Restaurants,Fast Food,Sandwiches",True,False,,quiet,,True,1,,True,False,,,casual,True,False,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15104,f-J4z3dG820DYjGGaqVunw,Addisons Lounge,100 S Rampart Blvd,Las Vegas,NV,89145,36.1734962463,-115.2825469971,4.5,4,1,Bars,,False,,loud,,,1,False,,False,,full_bar,,True,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,True,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15175,71iOVsVTx9hwePTZj8qmPA,DaMoa Home Shopping / K-POP,"6870 W Spring Mountain, Unit  2",Las Vegas,NV,89146,36.1266153,-115.242181,4.0,9,1,"Specialty Food,Food",,,False,,,False,2,,True,,,,,,,,,,,,,False,True,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
